gvkey,firm_name,patent_count,candidate_rank,candidate_cik,candidate_ticker,candidate_sec_name,candidate_exchange,candidate_method,candidate_score,ticker_hint
005819,IBA,2,4,0001132597,ITUB,Itau Unibanco Holding S.A.,NYSE,fuzzy_name,0.9,
005819,IBA,2,5,0001676047,NTRB,NutriBand Inc.,Nasdaq,fuzzy_name,0.9,
121080,ONLINERESANDCOMM,2,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
004872,FOXSTANLEYPHOTOPROD,2,1,0001754301,FOXA,Fox Corp,Nasdaq,fuzzy_name,0.9,
134984,CROSSWORLDSSOFTWARE,2,1,0000771999,DSS,"DSS, INC.",NYSE,fuzzy_name,0.9,
005636,HIGHWAYEQUIPMENT,2,1,0001026785,HIHO,HIGHWAY HOLDINGS LTD,Nasdaq,fuzzy_name,0.9,
005662,HOLIDAYINNSUS,2,1,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
005662,HOLIDAYINNSUS,2,2,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
031285,KNOGONAM,2,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
004929,FUTURECOMM,2,1,0001754581,FUTU,Futu Holdings Ltd,Nasdaq,fuzzy_name,0.9,
062311,NXTENERGYSOLTNS,2,1,0001971828,ENGS,Energys Group Ltd,Nasdaq,fuzzy_name,0.9,
062311,NXTENERGYSOLTNS,2,2,0002030954,XHLD,"TEN Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
004954,GULFNUCLEAR,2,1,0000842162,LEA,LEAR CORP,NYSE,fuzzy_name,0.9,
004954,GULFNUCLEAR,2,2,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9,
005125,GENUINEPARTS,2,1,0000040987,GPC,GENUINE PARTS CO,NYSE,exact_compact_name,0.985,
005125,GENUINEPARTS,2,2,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9,
005131,GEOINT,2,1,0000923796,GEO,GEO GROUP INC,NYSE,fuzzy_name,0.9,
005133,GEORGIABONDEDFIBERS,2,1,0000923796,GEO,GEO GROUP INC,NYSE,fuzzy_name,0.9,
122537,INTERNETINITIATIVEJAPAN,2,1,0001841666,APA,APA Corp,Nasdaq,fuzzy_name,0.9,
122537,INTERNETINITIATIVEJAPAN,2,2,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
122537,INTERNETINITIATIVEJAPAN,2,3,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
025808,INFORMATIONARCHITECTS,2,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
025808,INFORMATIONARCHITECTS,2,2,0000026058,CTS,CTS CORP,NYSE,fuzzy_name,0.9,
025808,INFORMATIONARCHITECTS,2,3,0001682265,ONAR,Onar Holding Corp,OTC,fuzzy_name,0.9,
010971,USSUGAR,2,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
005086,GENSHALEPROD,2,1,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9,
062498,NURMACROPRINTERS,2,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
062498,NURMACROPRINTERS,2,2,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9,
123017,NOVAMED,2,1,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,
123017,NOVAMED,2,2,0001109345,NVMI,NOVA LTD.,Nasdaq,fuzzy_name,0.9,
123807,SUNDERLAND,2,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
062690,AXENTTECH,2,1,0001013880,TTEC,"TTEC Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
025945,SORICON,2,1,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,
025945,SORICON,2,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
122316,NEXPRISE,2,1,0001787425,XP,XP Inc.,Nasdaq,fuzzy_name,0.9,
025129,SIERRAONCOLOGY,2,1,0000315293,AON,Aon plc,NYSE,fuzzy_name,0.9,
025129,SIERRAONCOLOGY,2,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
129626,LENDINGTREE,2,1,0001434621,TREE,"LendingTree, Inc.",Nasdaq,exact_normalized_name,1.0,
129626,LENDINGTREE,2,2,0001908984,ENDI,ENDI Corp.,OTC,fuzzy_name,0.9,
025167,MENSWEARHOUSE,2,1,0001528849,RH,RH,NYSE,fuzzy_name,0.9,
011285,WARNER,2,1,0000908255,BWA,BORGWARNER INC,NYSE,fuzzy_name,0.9,
011285,WARNER,2,2,0001437107,WBD,"Warner Bros. Discovery, Inc.",Nasdaq,fuzzy_name,0.9,
011285,WARNER,2,3,0001319161,WMG,Warner Music Group Corp.,Nasdaq,fuzzy_name,0.9,
025225,NETWORKIMAGING,2,1,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,
005185,GLENMOREDISTILLERIES,2,1,0001048268,IESC,"IES Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
008093,OGDENPROJECTS,2,1,0000026058,CTS,CTS CORP,NYSE,fuzzy_name,0.9,
008093,OGDENPROJECTS,2,2,0001164863,NPO,Enpro Inc.,NYSE,fuzzy_name,0.9,
062732,SYKESENTPR,2,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
031337,GREYSTONELOGISTICS,2,1,0001088413,GLGI,"GREYSTONE LOGISTICS, INC.",OTC,exact_compact_name,0.985,
025217,LIDA,2,1,0000317540,COKE,"Coca-Cola Consolidated, Inc.",Nasdaq,fuzzy_name,0.9,
025217,LIDA,2,2,0001047862,ED,CONSOLIDATED EDISON INC,NYSE,fuzzy_name,0.9,
025217,LIDA,2,3,0000928340,CWCO,Consolidated Water Co. Ltd.,Nasdaq,fuzzy_name,0.9,
025217,LIDA,2,4,0001622629,SXGCF,Southern Cross Gold Consolidated Ltd.,OTC,fuzzy_name,0.9,
127279,NETRATINGS,2,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
031624,BLUEAPRON,2,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
025506,LANNETDATACOMM,2,1,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
025691,EVERGREENENERGY,2,1,0001823652,EVEX,"Eve Holding, Inc.",NYSE,fuzzy_name,0.9,
011065,VSE,2,1,0000102752,VSEC,VSE CORP,Nasdaq,exact_normalized_name,1.0,
011065,VSE,2,2,0001864531,VSEE,"VSEE HEALTH, INC.",Nasdaq,fuzzy_name,0.9,
008082,OCEANICS,2,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
025588,KENTUCKYENERGY,2,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
124975,IGO,2,1,0001799448,ALGS,"Aligos Therapeutics, Inc.",Nasdaq,fuzzy_name,0.9,
124975,IGO,2,2,0002063816,INAC,Indigo Acquisition Corp.,Nasdaq,fuzzy_name,0.9,
124975,IGO,2,3,0001585364,PRGO,PERRIGO Co plc,NYSE,fuzzy_name,0.9,
124975,IGO,2,4,0001855447,TYGO,"TIGO ENERGY, INC.",Nasdaq,fuzzy_name,0.9,
014655,MEDIALOGIC,2,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
001101,ACMEHAMILTONMFG,2,1,0001156375,CME,CME GROUP INC.,Nasdaq,fuzzy_name,0.9,
001101,ACMEHAMILTONMFG,2,2,0002004385,FGO,FG Holdings Ltd,,fuzzy_name,0.9,
001101,ACMEHAMILTONMFG,2,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
274775,LOMBARDMEDICAL,2,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
328795,ARCOSA,2,1,0001739445,ACA,"Arcosa, Inc.",NYSE,exact_normalized_name,1.0,
297094,BIONDVAXPHARM,2,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
297094,BIONDVAXPHARM,2,2,0001787425,XP,XP Inc.,Nasdaq,fuzzy_name,0.9,
345980,CONTEXTLOGIC,1,1,0002064307,LOGC,ContextLogic Holdings Inc.,OTC,exact_normalized_name,1.0,
345980,CONTEXTLOGIC,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
323476,INVENTIVA,1,1,0001756594,IVA,Inventiva S.A.,Nasdaq,fuzzy_name,0.95,
014618,CHRONODYNAMICS,1,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
260893,BLACKBAUD,1,1,0001280058,BLKB,BLACKBAUD INC,Nasdaq,exact_normalized_name,1.0,
030228,CABLETELCOMM,1,1,0002039096,ELCG,ELC Group Holdings Ltd.,,fuzzy_name,0.9,
036768,ANNEXON,1,1,0001528115,ANNX,"Annexon, Inc.",Nasdaq,exact_normalized_name,1.0,
036768,ANNEXON,1,2,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
036768,ANNEXON,1,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
036819,KYMERATHERAPEUTICS,1,1,0001815442,KYMR,"Kymera Therapeutics, Inc.",Nasdaq,exact_compact_name,0.985,
036819,KYMERATHERAPEUTICS,1,2,0001994702,KYTX,"Kyverna Therapeutics, Inc.",Nasdaq,fuzzy_name,0.8947368421052632,
036857,NANOXIMAGING,1,1,0001795251,NNOX,Nano-X Imaging Ltd.,Nasdaq,exact_compact_name,0.985,
036857,NANOXIMAGING,1,2,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,
001158,AEROLOGICALRESEARCH,1,1,0001703399,SE,Sea Ltd,NYSE,fuzzy_name,0.9,
001160,AERONIX,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
001160,AERONIX,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
014611,UNITEDBUSINESSMEDIA,1,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
014611,UNITEDBUSINESSMEDIA,1,2,0000798949,UNTC,UNIT CORP,OTC,fuzzy_name,0.9,
008871,QUEENCASUALS,1,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
014934,DEVONENERGY,1,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
062613,WIRELESSXCESSORIESGP,1,1,0001883835,ESGH,ESG Inc.,OTC,fuzzy_name,0.9,
062613,WIRELESSXCESSORIESGP,1,2,0001048268,IESC,"IES Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
025622,CONTROLDATASYS,1,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
025623,HITECHPHARMACAL,1,1,0000047217,HPQ,HP INC,NYSE,fuzzy_name,0.9,
025627,KINDERMORGANENERGYPRTNRS,1,1,0001162283,MGHL,MORGAN GROUP HOLDING CO,OTC,fuzzy_name,0.9,
025627,KINDERMORGANENERGYPRTNRS,1,2,0001506307,KMI,"KINDER MORGAN, INC.",NYSE,fuzzy_name,0.8640000000000001,
125094,UNITEDREFINING,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
125094,UNITEDREFINING,1,2,0000798949,UNTC,UNIT CORP,OTC,fuzzy_name,0.9,
005373,GUERDONIND,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
005373,GUERDONIND,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
005379,GULFAPPLIEDTECH,1,1,0000922224,PPL,PPL Corp,NYSE,fuzzy_name,0.9,
005395,GYRODYNEUS,1,1,0001589061,GYRO,"Gyrodyne, LLC",Nasdaq,fuzzy_name,0.8888888888888888,
011160,VICONFIBEROPTICS,1,1,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,
011160,VICONFIBEROPTICS,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
025495,NGC,1,1,0001086303,HCIL,"Hongchang International Co., Ltd",OTC,fuzzy_name,0.9,
025495,NGC,1,2,0001409970,LC,LendingClub Corp,NYSE,fuzzy_name,0.9,
025495,NGC,1,3,0002061911,MXUBY,Mixue Bingcheng Co Ltd/ADR,OTC,fuzzy_name,0.9,
025495,NGC,1,4,0001384905,RNG,"RingCentral, Inc.",NYSE,fuzzy_name,0.9,
025495,NGC,1,5,0001785566,ZCMD,Zhongchao Inc.,Nasdaq,fuzzy_name,0.9,
031379,IMAGINON,1,1,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,
031379,IMAGINON,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
025770,PACE,1,1,0001780312,ASTS,"AST SpaceMobile, Inc.",Nasdaq,fuzzy_name,0.9,
025770,PACE,1,2,0001941536,BAER,"Bridger Aerospace Group Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
025770,PACE,1,3,0000798359,CSR,CENTERSPACE,NYSE,fuzzy_name,0.9,
025770,PACE,1,4,0001854526,BRQL,DYNAMIC AEROSPACE SYSTEMS Corp,OTC,fuzzy_name,0.9,
025770,PACE,1,5,0001289490,EXR,Extra Space Storage Inc.,NYSE,fuzzy_name,0.9,
126420,NETCREATIONS,1,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
126420,NETCREATIONS,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
126678,ZECOTEKPHOTONICS,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
126678,ZECOTEKPHOTONICS,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
005360,GRUMMANAMERNAVIATION,1,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
011262,NATLCASKET,1,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
011269,WALKERTELECOM,1,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
031600,ALFLEX,1,1,0000866374,FLEX,FLEX LTD.,Nasdaq,fuzzy_name,0.9,
011137,TANGERIND,1,1,0000899715,SKT,TANGER INC.,NYSE,fuzzy_name,0.9,
124174,ALTEONWEBSYSTEMS,1,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
124174,ALTEONWEBSYSTEMS,1,2,0001758766,STEM,"STEM, INC.",NYSE,fuzzy_name,0.9,
011127,VEGAPRECISIONLAB,1,1,0000039911,GAP,GAP INC,NYSE,fuzzy_name,0.9,
011127,VEGAPRECISIONLAB,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
008016,NOVARELECTRONICS,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
008016,NOVARELECTRONICS,1,2,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,
008016,NOVARELECTRONICS,1,3,0001109345,NVMI,NOVA LTD.,Nasdaq,fuzzy_name,0.9,
008016,NOVARELECTRONICS,1,4,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
008016,NOVARELECTRONICS,1,5,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
008024,NUCMED,1,1,0001156375,CME,CME GROUP INC.,Nasdaq,fuzzy_name,0.9,
008024,NUCMED,1,2,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9,
127438,GOREMOTEINTERNETCOMM,1,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
005136,GEOS,1,1,0001001115,GEOS,GEOSPACE TECHNOLOGIES CORP,Nasdaq,fuzzy_name,0.9,
025283,KOHLS,1,1,0000885639,KSS,KOHLS Corp,NYSE,exact_normalized_name,1.0,
025302,INTRUSION,1,1,0000736012,INTZ,INTRUSION INC,Nasdaq,exact_normalized_name,1.0,
025302,INTRUSION,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
025302,INTRUSION,1,3,0001088034,USIO,"Usio, Inc.",Nasdaq,fuzzy_name,0.9,
025339,CREDITACCEPTANCE,1,1,0000885550,CACC,CREDIT ACCEPTANCE CORP,Nasdaq,exact_compact_name,0.985,
005217,GOLDENWESTHOMES,1,1,0001607807,NVGLF,NV Gold Corp,OTC,fuzzy_name,0.9,
129441,ZYNEX,1,1,0000846475,ZYXIQ,ZYNEX INC,OTC,exact_normalized_name,1.0,
129471,FIREPOND,1,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
062512,RIMSEMICONDUCTOR,1,1,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,
062512,RIMSEMICONDUCTOR,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
122838,NETSILICON,1,1,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,
122838,NETSILICON,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
062366,FORTESOFTWARE,1,1,0001754180,FGHFF,FORTE GROUP HOLDINGS INC.,,fuzzy_name,0.9,
129518,BUY,1,1,0000764478,BBY,BEST BUY CO INC,NYSE,fuzzy_name,0.9,
129518,BUY,1,2,0001643721,LBUY,"LEAFBUYER TECHNOLOGIES, INC.",OTC,fuzzy_name,0.9,
129518,BUY,1,3,0001946703,WBUY,WEBUY GLOBAL LTD,Nasdaq,fuzzy_name,0.9,
130203,SUNHAWK,1,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
130299,UNR,1,1,0001415758,NVSGF,Nevada Sunrise Metals Corp.,OTC,fuzzy_name,0.9,
130299,UNR,1,2,0002021938,SNNRF,Sunrise Communications AG,OTC,fuzzy_name,0.9,
130299,UNR,1,3,0001780731,EPOW,"Sunrise New Energy Co., Ltd.",Nasdaq,fuzzy_name,0.9,
130299,UNR,1,4,0001083490,SRRE,SUNRISE REAL ESTATE GROUP INC,OTC,fuzzy_name,0.9,
130299,UNR,1,5,0002012706,SUNS,"Sunrise Realty Trust, Inc.",Nasdaq,fuzzy_name,0.9,
130398,APROPOSTECH,1,1,0001530950,POST,"Post Holdings, Inc.",NYSE,fuzzy_name,0.9,
131425,HOTELS,1,1,0001574085,BHR,Braemar Hotels & Resorts Inc.,NYSE,fuzzy_name,0.9,
131425,HOTELS,1,2,0001046311,CHH,CHOICE HOTELS INTERNATIONAL INC /DE,NYSE,fuzzy_name,0.9,
131425,HOTELS,1,3,0001070750,HST,"HOST HOTELS & RESORTS, INC.",Nasdaq,fuzzy_name,0.9,
131425,HOTELS,1,4,0001468174,H,Hyatt Hotels Corp,NYSE,fuzzy_name,0.9,
131425,HOTELS,1,5,0000858446,IHG,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,NYSE,fuzzy_name,0.9,
132407,HOMEDIRECTOR,1,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
025202,GALEYANDLORD,1,1,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9,
009361,SAGA,1,1,0000886136,SGA,SAGA COMMUNICATIONS INC,Nasdaq,fuzzy_name,0.9,
123914,IMMEDIATEK,1,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
124034,ASHFORD,1,1,0001232582,AHT,ASHFORD HOSPITALITY TRUST INC,NYSE,fuzzy_name,0.9,
124034,ASHFORD,1,2,0001854963,SHFS,"SHF Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
124035,CYBERGOLD,1,1,0001607807,NVGLF,NV Gold Corp,OTC,fuzzy_name,0.9,
011044,UPSON,1,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
009266,ROYALCROWNCOLA,1,1,0001219601,CCK,"CROWN HOLDINGS, INC.",NYSE,fuzzy_name,0.9,
005124,GEODYNAMICS,1,1,0000923796,GEO,GEO GROUP INC,NYSE,fuzzy_name,0.9,
133346,DDIGLOBAL,1,1,0001764757,DIDIY,DiDi Global Inc.,OTC,fuzzy_name,0.9,
005607,HEXAGONLAB,1,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
121933,TEKNION,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
121933,TEKNION,1,2,0001736541,NIO,NIO Inc.,NYSE,fuzzy_name,0.9,
121933,TEKNION,1,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
026016,UNIVERSALHEIGHTS,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
010964,POLYCASTTECH,1,1,0001013880,TTEC,"TTEC Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
010993,UNITEDWATERRES,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
010993,UNITEDWATERRES,1,2,0000798949,UNTC,UNIT CORP,OTC,fuzzy_name,0.9,
133469,TELOCITY,1,1,0000726854,CHCO,CITY HOLDING CO,Nasdaq,fuzzy_name,0.9,
005075,GENNUTRITION,1,1,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
005075,GENNUTRITION,1,2,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9,
005075,GENNUTRITION,1,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
011391,WESTERNAIRLINES,1,1,0000084246,RLI,RLI CORP,NYSE,fuzzy_name,0.9,
025081,CHRONIMED,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
025081,CHRONIMED,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
134104,KNOVASOFTWARE,1,1,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,
134104,KNOVASOFTWARE,1,2,0001109345,NVMI,NOVA LTD.,Nasdaq,fuzzy_name,0.9,
134104,KNOVASOFTWARE,1,3,0000839087,VASO,VASO Corp,OTC,fuzzy_name,0.9,
134124,OBJECTSPACE,1,1,0000026058,CTS,CTS CORP,NYSE,fuzzy_name,0.9,
134452,SEEBEYONDTECH,1,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
004971,GALEIND,1,1,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9,
031763,EVERLASTWORLDWIDE,1,1,0001823652,EVEX,"Eve Holding, Inc.",NYSE,fuzzy_name,0.9,
031805,MYOMO,1,1,0001369290,MYO,"MYOMO, INC.",NYSE,exact_normalized_name,1.0,
005123,GENSTAR,1,1,0001953366,STHO,Star Holdings,Nasdaq,fuzzy_name,0.9,
004942,GBCCLOSEDCIRCUITTV,1,1,0000216228,ITT,ITT INC.,NYSE,fuzzy_name,0.9,
031846,DARDENRESTAURANTS,1,1,0000940944,DRI,DARDEN RESTAURANTS INC,NYSE,exact_compact_name,0.985,
008141,OMNIMEDICAL,1,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
008141,OMNIMEDICAL,1,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
008159,OPPENHEIMER,1,1,0000791963,OPY,OPPENHEIMER HOLDINGS INC,NYSE,exact_normalized_name,1.0,
062346,FREDERICKBREWING,1,1,0001357615,KBR,"KBR, INC.",NYSE,fuzzy_name,0.9,
011008,UNIVERSALCONTAINER,1,1,0001167379,ALC,ALCON INC,NYSE,fuzzy_name,0.9,
011024,UNIVERSALRES,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
031204,VIDEONICS,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
031204,VIDEONICS,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
031319,SUNPHARM,1,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
062804,ZOMAXOPTICALMEDIA,1,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
007994,NORTHWESTENERGY,1,1,0002030954,XHLD,"TEN Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
007994,NORTHWESTENERGY,1,2,0001993004,NWE,"NorthWestern Energy Group, Inc.",Nasdaq,fuzzy_name,0.8823529411764706,
031051,IONICFUELTECH,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
031051,IONICFUELTECH,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
026356,ARTELOBIOSCIENCES,1,1,0001621221,ARTL,"ARTELO BIOSCIENCES, INC.",Nasdaq,exact_compact_name,0.985,
005823,ICH,1,1,0001799788,GLSI,"Greenwich LifeSciences, Inc.",Nasdaq,fuzzy_name,0.9,
005823,ICH,1,2,0000046765,HP,"Helmerich & Payne, Inc.",NYSE,fuzzy_name,0.9,
005823,ICH,1,3,0001652535,ICHR,"ICHOR HOLDINGS, LTD.",Nasdaq,fuzzy_name,0.9,
005823,ICH,1,4,0001040896,IDN,"Intellicheck, Inc.",Nasdaq,fuzzy_name,0.9,
005823,ICH,1,5,0001876766,LICN,Lichen International Ltd,Nasdaq,fuzzy_name,0.9,
120823,STARMEDIANETWORK,1,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
120823,STARMEDIANETWORK,1,2,0001953366,STHO,Star Holdings,Nasdaq,fuzzy_name,0.9,
120845,SALESLOGIX,1,1,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9,
025005,BIOSYS,1,1,0001380106,RPID,"RAPID MICRO BIOSYSTEMS, INC.",Nasdaq,fuzzy_name,0.9,
004885,TEMPLETONINT,1,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
004885,TEMPLETONINT,1,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
008203,OUTDOORSPORTSIND,1,1,0001015383,POWW,Outdoor Holding Co,Nasdaq,fuzzy_name,0.9,
008219,OXFORDMFG,1,1,0002004385,FGO,FG Holdings Ltd,,fuzzy_name,0.9,
137024,BASICENERGYSVCS,1,1,0001971828,ENGS,Energys Group Ltd,Nasdaq,fuzzy_name,0.9,
137642,CASSAVASCIENCES,1,1,0001069530,SAVA,CASSAVA SCIENCES INC,Nasdaq,exact_compact_name,0.985,
024909,INFONOW,1,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
011455,WEYENBERGSHOEMFG,1,1,0002004385,FGO,FG Holdings Ltd,,fuzzy_name,0.9,
011459,EQUITY,1,1,0000779336,IAF,"ABRDN AUSTRALIA EQUITY FUND, INC.",NYSE,fuzzy_name,0.9,
011459,EQUITY,1,2,0000866095,JEQ,"ABRDN JAPAN EQUITY FUND, INC.",,fuzzy_name,0.9,
011459,EQUITY,1,3,0000002230,ADX,"ADAMS DIVERSIFIED EQUITY FUND, INC.",NYSE,fuzzy_name,0.9,
011459,EQUITY,1,4,0001332283,BDJ,BlackRock Enhanced Equity Dividend Trust,NYSE,fuzzy_name,0.9,
011459,EQUITY,1,5,0001836057,BTX,BlackRock Technology & Private Equity Term Trust,NYSE,fuzzy_name,0.9,
121693,USSEARCH,1,1,0001703399,SE,Sea Ltd,NYSE,fuzzy_name,0.9,
026146,REGENXBIO,1,1,0001590877,RGNX,REGENXBIO Inc.,Nasdaq,exact_normalized_name,1.0,
007914,NOBLEROMANS,1,1,0000709005,NROM,NOBLE ROMANS INC,OTC,exact_compact_name,0.985,
007914,NOBLEROMANS,1,2,0001895262,NE,Noble Corp plc,NYSE,fuzzy_name,0.9,
062966,SUNQUESTINFORMATIONSYS,1,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
