iso2c,year,patent_count,benchmark_score_mean,empirical_driven_share,public_funded_share,science_reference_share_mean,ln_forward_citation_10y_plus1_mean,citing_cpc4_count_10y_mean,opens_new_cpc_field_share,years_ahead_cpc_mean
CU,2013,1,0.0011905439864825687,0.0,0.0,,0.0,0.0,0.0,0.0
BR,1990,4,0.13975932403321426,0.5,0.0,,0.0,0.0,0.0,0.0
LI,1990,1,0.0048859461534693305,0.0,0.0,,0.0,0.0,0.0,0.0
KY,1990,1,0.0007423042830728917,0.0,0.0,,0.0,0.0,0.0,0.0
SK,2018,1,0.979523765898125,1.0,0.0,,0.0,0.0,0.0,0.0
NZ,1973,1,0.019896718487946344,0.0,0.0,,0.0,0.0,0.0,0.0
CA,1974,70,0.19911218931857555,0.3142857142857143,0.0,,0.0,0.0,0.0,0.0
CA,1970,1,0.211521944637218,1.0,0.0,,0.0,0.0,0.0,0.0
SC,1974,1,0.09598993527958513,0.0,0.0,,0.0,0.0,0.0,0.0
LU,1975,1,0.056540312676455845,0.0,0.0,,0.0,0.0,0.0,0.0
CH,1968,1,0.0011150206187458165,0.0,0.0,,0.0,0.0,0.0,0.0
AT,1975,1,0.025955826102918484,0.0,0.0,,0.0,0.0,0.0,0.0
DK,1975,1,0.017992435690979608,0.0,0.0,,0.0,0.0,0.0,0.0
ES,1977,1,0.17479978037890806,1.0,0.0,,0.0,0.0,0.0,0.0
BR,1977,1,0.9992910146694484,1.0,0.0,,0.0,0.0,0.0,0.0
DE,1992,1939,0.18186005714359416,0.2630221763795771,0.0010314595152140279,,0.0,0.0,0.0,0.0
DE,1991,1833,0.17778968609225893,0.26895799236224766,0.0,,0.0,0.0,0.0,0.0
NL,1989,161,0.1693270973386127,0.22981366459627328,0.012422360248447204,,0.0,0.0,0.0,0.0
IT,1990,117,0.2548103637850056,0.358974358974359,0.0,,0.0,0.0,0.0,0.0
DK,1991,35,0.05269752885787896,0.05714285714285714,0.0,,0.0,0.0,0.0,0.0
US,1987,18818,0.22467345506993772,0.31427356786055904,0.01567647996599001,,0.0,0.0,0.0,0.0
JP,2008,23640,0.21545662080553632,0.2893401015228426,0.0001269035532994924,,0.0,0.0,0.0,0.0
IL,2009,368,0.15486174522734952,0.1875,0.0,,0.0,0.0,0.0,0.0
SE,2006,1137,0.15453105350668261,0.1917326297273527,0.0,,0.0,0.0,0.0,0.0
KR,2008,653,0.18995598193173607,0.28483920367534454,0.0,,0.0,0.0,0.0,0.0
JP,2007,23300,0.21354864853862585,0.2882403433476395,4.291845493562232e-05,,0.0,0.0,0.0,0.0
NL,2005,1994,0.3280278405580932,0.40722166499498497,0.0,,0.0,0.0,0.0,0.0
BM,2009,424,0.16696902255722954,0.20754716981132076,0.0023584905660377358,,0.0,0.0,0.0,0.0
FI,2004,936,0.07734454352796061,0.09294871794871795,0.0,,0.0,0.0,0.0,0.0
CH,2011,1275,0.1614942108729607,0.2164705882352941,0.004705882352941176,,0.0,0.0,0.0,0.0
KR,2007,651,0.12151992641760652,0.17511520737327188,0.0,,0.0,0.0,0.0,0.0
BB,2007,127,0.12688840292398879,0.16535433070866143,0.0,,0.0,0.0,0.0,0.0
TW,2004,1259,0.10845678334548345,0.15011914217633043,0.0,,0.0,0.0,0.0,0.0
TW,2014,2512,0.0962127426479112,0.12300955414012739,0.0,,0.0,0.0,0.0,0.0
FI,2015,578,0.10462019850907088,0.1314878892733564,0.0034602076124567475,,0.0,0.0,0.0,0.0
TW,2015,2590,0.08468443428490395,0.11003861003861004,0.0,,0.0,0.0,0.0,0.0
BM,2016,286,0.19237284012917016,0.23426573426573427,0.0,,0.0,0.0,0.0,0.0
FI,2014,662,0.098245466882722,0.12235649546827794,0.0,,0.0,0.0,0.0,0.0
CN,2015,527,0.1309122279551878,0.17267552182163187,0.0,,0.0,0.0,0.0,0.0
CN,2014,452,0.10650218592457818,0.1504424778761062,0.0022123893805309734,,0.0,0.0,0.0,0.0
AU,2016,109,0.2353905791963768,0.30275229357798167,0.0,,0.0,0.0,0.0,0.0
SS,1990,44,0.2899032900745953,0.3181818181818182,0.0,,0.0,0.0,0.0,0.0
CA,1988,164,0.24843158953469807,0.3597560975609756,0.006097560975609756,,0.0,0.0,0.0,0.0
AT,1991,4,0.20970923561852572,0.5,0.0,,0.0,0.0,0.0,0.0
AU,1989,19,0.17216015474834445,0.21052631578947367,0.0,,0.0,0.0,0.0,0.0
US,1978,18380,0.22278239718035328,0.3205114254624592,0.012785636561479869,,0.0,0.0,0.0,0.0
FR,1978,294,0.19292047680029634,0.30612244897959184,0.0,,0.0,0.0,0.0,0.0
DK,1992,41,0.10563914274594047,0.14634146341463414,0.0,,0.0,0.0,0.0,0.0
CA,1993,248,0.20368563397371878,0.29435483870967744,0.004032258064516129,,0.0,0.0,0.0,0.0
AT,1992,3,0.003939402601271452,0.0,0.0,,0.0,0.0,0.0,0.0
LU,1991,1,0.5240705533828237,1.0,0.0,,0.0,0.0,0.0,0.0
ID,1990,1,0.39807321670752854,1.0,0.0,,0.0,0.0,0.0,0.0
GB,1985,385,0.15883422983569528,0.23636363636363636,0.0,,0.0,0.0,0.0,0.0
SE,1978,126,0.24664748467048325,0.373015873015873,0.0,,0.0,0.0,0.0,0.0
GB,1979,348,0.16576487467306403,0.22988505747126436,0.0,,0.0,0.0,0.0,0.0
FI,1979,15,0.24658105561329874,0.4,0.0,,0.0,0.0,0.0,0.0
NL,1976,83,0.3143651989468292,0.4578313253012048,0.0,,0.0,0.0,0.0,0.0
IT,1980,87,0.2550360554450933,0.3563218390804598,0.0,,0.0,0.0,0.0,0.0
MY,1979,2,0.056360031938584444,0.0,0.0,,0.0,0.0,0.0,0.0
SS,1980,28,0.20978088095289357,0.2857142857142857,0.0,,0.0,0.0,0.0,0.0
JP,1974,22,0.1499873786424584,0.2727272727272727,0.0,,0.0,0.0,0.0,0.0
CH,1972,6,0.1958759151932107,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
DE,1981,1542,0.2097456019467173,0.31971465629053175,0.0,,0.0,0.0,0.0,0.0
IT,1977,48,0.19946145812094615,0.2916666666666667,0.0,,0.0,0.0,0.0,0.0
BE,1980,7,0.025650481264735927,0.0,0.0,,0.0,0.0,0.0,0.0
DK,1981,2,0.4198990006502145,0.5,0.0,,0.0,0.0,0.0,0.0
GB,1975,43,0.17829003281938927,0.20930232558139536,0.0,,0.0,0.0,0.0,0.0
NL,1982,54,0.27454460942958064,0.5185185185185185,0.0,,0.0,0.0,0.0,0.0
AU,1982,9,0.4293187847238693,0.5555555555555556,0.0,,0.0,0.0,0.0,0.0
DE,1983,1374,0.1980577755931354,0.2940320232896652,0.0,,0.0,0.0,0.0,0.0
PH,1982,1,0.05217755065402806,0.0,0.0,,0.0,0.0,0.0,0.0
LU,1981,2,0.5062945817745717,0.5,0.0,,0.0,0.0,0.0,0.0
GB,1964,1,0.02716287717017086,0.0,0.0,,0.0,0.0,0.0,0.0
US,2006,58637,0.1610095274545723,0.21160700581544076,0.018554837389361666,,0.0,0.0,0.0,0.0
FR,2006,1728,0.10504118250057148,0.15104166666666666,0.004050925925925926,,0.0,0.0,0.0,0.0
DE,2010,3794,0.19718742906513134,0.2569847127042699,0.0010542962572482868,,0.0,0.0,0.0,0.0
NL,2009,1819,0.33845481298733554,0.42605827377680044,0.002748763056624519,,0.0,0.0,0.0,0.0
US,1999,51433,0.1818894902923015,0.24598992864503336,0.014309878871541616,,0.0,0.0,0.0,0.0
US,2000,55194,0.1765212623502162,0.23575026270971483,0.014331267891437476,,0.0,0.0,0.0,0.0
US,1995,39231,0.19412075783908966,0.26359256710254647,0.014937167036272335,,0.0,0.0,0.0,0.0
CA,2001,1180,0.18469020876906447,0.2483050847457627,0.00423728813559322,,0.0,0.0,0.0,0.0
FR,1999,1931,0.13589719809666678,0.1916105644743656,0.0010357327809425167,,0.0,0.0,0.0,0.0
CA,2003,1013,0.15025867707135193,0.21421520236920039,0.004935834155972359,,0.0,0.0,0.0,0.0
AT,2010,92,0.12307770680391433,0.18478260869565216,0.0,,0.0,0.0,0.0,0.0
IE,2011,96,0.17320201255170228,0.21875,0.0,,0.0,0.0,0.0,0.0
IL,2005,252,0.2121067614644321,0.27380952380952384,0.003968253968253968,,0.0,0.0,0.0,0.0
AU,2009,122,0.2013641783490605,0.2786885245901639,0.0,,0.0,0.0,0.0,0.0
SG,2011,324,0.22103868453879347,0.25617283950617287,0.006172839506172839,,0.0,0.0,0.0,0.0
GI,2008,9,0.35231651765289473,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0
BM,2005,225,0.14399543123627773,0.1688888888888889,0.0,,0.0,0.0,0.0,0.0
GB,2004,560,0.15976682838523906,0.2125,0.0,,0.0,0.0,0.0,0.0
NO,2007,59,0.2800221215252699,0.3559322033898305,0.0,,0.0,0.0,0.0,0.0
BB,2008,113,0.12587740297685618,0.17699115044247787,0.0,,0.0,0.0,0.0,0.0
LU,2010,56,0.2138759831406776,0.26785714285714285,0.0,,0.0,0.0,0.0,0.0
DK,2010,95,0.20937459729355076,0.2736842105263158,0.0,,0.0,0.0,0.0,0.0
JE,2004,1,0.013802427797896805,0.0,0.0,,0.0,0.0,0.0,0.0
NO,2008,55,0.3647056350561072,0.4909090909090909,0.0,,0.0,0.0,0.0,0.0
CZ,2005,5,0.9332331366520353,1.0,0.0,,0.0,0.0,0.0,0.0
GI,2007,6,0.16138455967645216,0.16666666666666666,0.0,,0.0,0.0,0.0,0.0
FR,2000,1986,0.12807392780225907,0.18076535750251763,0.0010070493454179255,,0.0,0.0,0.0,0.0
IT,2012,340,0.21165717074404342,0.2823529411764706,0.0,,0.0,0.0,0.0,0.0
ZA,2007,6,0.16298612529102574,0.5,0.0,,0.0,0.0,0.0,0.0
PA,2008,2,0.3055047954676968,0.5,0.0,,0.0,0.0,0.0,0.0
AU,2005,94,0.22448314466026972,0.2553191489361702,0.0,,0.0,0.0,0.0,0.0
PH,2009,2,0.0018478041698840285,0.0,0.0,,0.0,0.0,0.0,0.0
CN,2004,142,0.11705235170345324,0.18309859154929578,0.0,,0.0,0.0,0.0,0.0
BE,2002,57,0.10510606838480936,0.19298245614035087,0.0,,0.0,0.0,0.0,0.0
PA,2007,5,0.46556755698591495,1.0,0.0,,0.0,0.0,0.0,0.0
BE,2012,205,0.11607724078033275,0.18048780487804877,0.0,,0.0,0.0,0.0,0.0
CZ,2009,5,0.008590384580963279,0.0,0.0,,0.0,0.0,0.0,0.0
KY,2006,82,0.06130806940754155,0.0975609756097561,0.0,,0.0,0.0,0.0,0.0
CH,2013,1480,0.17814783885976054,0.24324324324324326,0.004054054054054054,,0.0,0.0,0.0,0.0
SG,2013,529,0.19431289751677056,0.24574669187145556,0.005671077504725898,,0.0,0.0,0.0,0.0
SE,1999,985,0.15233106622662598,0.2,0.0,,0.0,0.0,0.0,0.0
IT,2002,375,0.1399076696569418,0.19733333333333333,0.0,,0.0,0.0,0.0,0.0
IN,2006,66,0.057338948130174594,0.09090909090909091,0.0,,0.0,0.0,0.0,0.0
SE,2000,1080,0.1423458149614647,0.17962962962962964,0.0,,0.0,0.0,0.0,0.0
DE,1997,3031,0.2049856900989413,0.2817551963048499,0.0006598482349059716,,0.0,0.0,0.0,0.0
IN,1999,4,0.0017964153960851677,0.0,0.0,,0.0,0.0,0.0,0.0
HR,2003,2,0.004791728493377446,0.0,0.0,,0.0,0.0,0.0,0.0
NL,1998,358,0.15753459902883718,0.23184357541899442,0.002793296089385475,,0.0,0.0,0.0,0.0
BR,2006,19,0.15270205004215665,0.21052631578947367,0.0,,0.0,0.0,0.0,0.0
FR,1995,1075,0.1634894825671569,0.23162790697674418,0.0009302325581395349,,0.0,0.0,0.0,0.0
GB,2014,1045,0.20056386296127415,0.2660287081339713,0.0019138755980861245,,0.0,0.0,0.0,0.0
GB,2015,1159,0.1923519525782723,0.24935289042277825,0.001725625539257981,,0.0,0.0,0.0,0.0
ZA,2008,7,0.026397532010940243,0.0,0.0,,0.0,0.0,0.0,0.0
NL,2016,1489,0.33921859739599486,0.4170584284754869,0.002686366689053056,,0.0,0.0,0.0,0.0
IL,2016,578,0.17922976274663088,0.22664359861591696,0.0,,0.0,0.0,0.0,0.0
IE,2013,163,0.15962722487768555,0.2085889570552147,0.0,,0.0,0.0,0.0,0.0
DE,2018,1668,0.2978429076837821,0.3537170263788969,0.001199040767386091,,0.0,0.0,0.0,0.0
PL,2015,6,0.3073777273352976,0.5,0.0,,0.0,0.0,0.0,0.0
CA,2017,879,0.23309421392000343,0.3083048919226394,0.0034129692832764505,,0.0,0.0,0.0,0.0
ES,2006,8,0.3479213092118403,0.375,0.0,,0.0,0.0,0.0,0.0
KY,1999,7,0.0007996537785904041,0.0,0.0,,0.0,0.0,0.0,0.0
SS,1977,42,0.20949202033638373,0.35714285714285715,0.0,,0.0,0.0,0.0,0.0
AT,2018,124,0.0662332787373022,0.0967741935483871,0.0,,0.0,0.0,0.0,0.0
BE,2019,21,0.12035676023722805,0.19047619047619047,0.0,,0.0,0.0,0.0,0.0
DK,2018,58,0.2259546410156148,0.29310344827586204,0.0,,0.0,0.0,0.0,0.0
LU,2018,30,0.3417789298027926,0.36666666666666664,0.0,,0.0,0.0,0.0,0.0
IT,2019,113,0.16713519741372804,0.18584070796460178,0.0,,0.0,0.0,0.0,0.0
HU,2018,6,0.16495951184702573,0.16666666666666666,0.0,,0.0,0.0,0.0,0.0
CZ,2016,7,0.30735367033496636,0.2857142857142857,0.0,,0.0,0.0,0.0,0.0
CM,2016,3,0.011840571439084513,0.0,0.0,,0.0,0.0,0.0,0.0
PH,2016,5,0.2460911425763117,0.4,0.0,,0.0,0.0,0.0,0.0
MY,2014,5,0.007797490626676312,0.0,0.0,,0.0,0.0,0.0,0.0
RU,2002,4,0.1558188009250352,0.25,0.0,,0.0,0.0,0.0,0.0
GB,1996,627,0.13641579832280215,0.19138755980861244,0.0,,0.0,0.0,0.0,0.0
FI,1996,418,0.10621735366192384,0.145933014354067,0.0,,0.0,0.0,0.0,0.0
SE,1995,486,0.1361749670964938,0.18106995884773663,0.0,,0.0,0.0,0.0,0.0
DK,1997,150,0.04710829546727857,0.08,0.0,,0.0,0.0,0.0,0.0
TW,1996,465,0.09539562604898778,0.14623655913978495,0.0,,0.0,0.0,0.0,0.0
IL,1998,74,0.26603722407045083,0.36486486486486486,0.0,,0.0,0.0,0.0,0.0
AU,1998,51,0.2898701584632814,0.35294117647058826,0.0,,0.0,0.0,0.0,0.0
NL,1994,230,0.17591197803779937,0.2391304347826087,0.0,,0.0,0.0,0.0,0.0
AT,1997,8,0.011637636654467284,0.0,0.0,,0.0,0.0,0.0,0.0
BM,1998,9,0.09079163181379346,0.1111111111111111,0.0,,0.0,0.0,0.0,0.0
AU,1994,20,0.22031168624643502,0.3,0.0,,0.0,0.0,0.0,0.0
LU,1997,2,0.5116030025141128,0.5,0.0,,0.0,0.0,0.0,0.0
BR,1999,21,0.24812014187364864,0.47619047619047616,0.0,,0.0,0.0,0.0,0.0
CZ,1998,1,0.1727689340899576,1.0,0.0,,0.0,0.0,0.0,0.0
CM,1998,1,0.002092797342733287,0.0,0.0,,0.0,0.0,0.0,0.0
BR,1995,8,0.2115618981245414,0.25,0.0,,0.0,0.0,0.0,0.0
IL,1994,69,0.24940052985326933,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
IL,1982,6,0.30151422922034715,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0
SS,1984,46,0.2808716885768643,0.391304347826087,0.0,,0.0,0.0,0.0,0.0
LU,1983,1,0.0027317139355719105,0.0,0.0,,0.0,0.0,0.0,0.0
IE,2020,14,0.12255069025112288,0.14285714285714285,0.0,,0.0,0.0,0.0,0.0
NL,1973,14,0.2876937419654365,0.42857142857142855,0.0,,0.0,0.0,0.0,0.0
BR,1978,2,0.6582027518971573,1.0,0.0,,0.0,0.0,0.0,0.0
BS,1975,1,0.0384215408503966,0.0,0.0,,0.0,0.0,0.0,0.0
IT,1984,87,0.303321319186277,0.45977011494252873,0.0,,0.0,0.0,0.0,0.0
MT,2019,1,0.9993646547981732,1.0,0.0,,0.0,0.0,0.0,0.0
CH,2020,12,0.24691288534523168,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
MX,2017,3,0.05922277542766685,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
SG,2020,5,0.13859641934857195,0.2,0.0,,0.0,0.0,0.0,0.0
MY,2015,1,0.33321761398221916,1.0,0.0,,0.0,0.0,0.0,0.0
JE,2014,1,0.4370732349888558,1.0,0.0,,0.0,0.0,0.0,0.0
CO,2008,2,0.009641674374025277,0.0,0.0,,0.0,0.0,0.0,0.0
RU,2012,1,0.010853498875994336,0.0,0.0,,0.0,0.0,0.0,0.0
CO,2007,2,0.046974652781716676,0.0,0.0,,0.0,0.0,0.0,0.0
CM,2009,2,0.4160942882747529,0.5,0.0,,0.0,0.0,0.0,0.0
HU,2010,3,0.004652990635479372,0.0,0.0,,0.0,0.0,0.0,0.0
BR,2000,12,0.0580857201015774,0.16666666666666666,0.0,,0.0,0.0,0.0,0.0
NZ,2013,3,0.014151991218435309,0.0,0.0,,0.0,0.0,0.0,0.0
AR,2015,1,0.08673390342308604,0.0,0.0,,0.0,0.0,0.0,0.0
SK,2014,2,0.051123200989107415,0.0,0.0,,0.0,0.0,0.0,0.0
BE,1984,12,0.11525534711756878,0.16666666666666666,0.0,,0.0,0.0,0.0,0.0
IT,1986,112,0.29181016617366135,0.375,0.0,,0.0,0.0,0.0,0.0
FI,1985,33,0.4028722724097152,0.5454545454545454,0.0,,0.0,0.0,0.0,0.0
BE,1986,15,0.03406277560880545,0.06666666666666667,0.0,,0.0,0.0,0.0,0.0
CN,1985,2,0.5546870255426567,0.5,0.0,,0.0,0.0,0.0,0.0
MX,2003,2,0.0017978044472518808,0.0,0.0,,0.0,0.0,0.0,0.0
LI,2006,3,0.19030985969499958,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
TR,2009,1,0.009274575290352846,0.0,0.0,,0.0,0.0,0.0,0.0
TR,2016,2,0.20710587900510768,0.5,0.0,,0.0,0.0,0.0,0.0
SA,2008,2,0.9630618614214446,1.0,0.0,,0.0,0.0,0.0,0.0
NZ,2011,5,0.13208011226330243,0.2,0.0,,0.0,0.0,0.0,0.0
KN,1999,6,0.013181211722242037,0.0,0.0,,0.0,0.0,0.0,0.0
BN,2016,1,0.008986551397470476,0.0,0.0,,0.0,0.0,0.0,0.0
KY,2000,1,0.012996802241021146,0.0,0.0,,0.0,0.0,0.0,0.0
BS,2004,2,0.0018231933143874088,0.0,0.0,,0.0,0.0,0.0,0.0
IN,2000,12,0.018810381501815566,0.08333333333333333,0.0,,0.0,0.0,0.0,0.0
BM,1994,3,0.16285668236191767,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
MX,2001,1,0.004063093581785315,0.0,0.0,,0.0,0.0,0.0,0.0
ES,1999,5,0.06048151343375172,0.2,0.0,,0.0,0.0,0.0,0.0
CM,2005,5,0.13968353840112127,0.2,0.0,,0.0,0.0,0.0,0.0
DK,1983,2,0.004523556245282458,0.0,0.0,,0.0,0.0,0.0,0.0
MT,2012,6,0.2247464937050504,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
JE,2015,1,0.004988132904747577,0.0,0.0,,0.0,0.0,0.0,0.0
PT,2014,1,0.017945333900194836,0.0,0.0,,0.0,0.0,0.0,0.0
KN,2000,4,0.0025577049952563956,0.0,0.0,,0.0,0.0,0.0,0.0
MT,2002,1,0.002217032481167164,0.0,0.0,,0.0,0.0,0.0,0.0
FR,1987,489,0.1719111567412548,0.261758691206544,0.0,,0.0,0.0,0.0,0.0
HU,1992,2,0.16786954499941797,0.5,0.0,,0.0,0.0,0.0,0.0
MX,1993,1,0.005135159227718398,0.0,0.0,,0.0,0.0,0.0,0.0
CZ,1994,1,0.012227704324107419,0.0,0.0,,0.0,0.0,0.0,0.0
BE,1990,8,0.17763650897013927,0.375,0.0,,0.0,0.0,0.0,0.0
ES,1995,6,0.2742718975065014,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
LI,2000,1,0.07275679792966874,0.0,0.0,,0.0,0.0,0.0,0.0
TR,2005,1,0.07366018664919582,0.0,0.0,,0.0,0.0,0.0,0.0
GB,1962,1,0.5896765091906714,1.0,0.0,,0.0,0.0,0.0,0.0
PH,1998,1,0.0008454113938256696,0.0,0.0,,0.0,0.0,0.0,0.0
ES,2000,2,0.004067014555988823,0.0,0.0,,0.0,0.0,0.0,0.0
SS,1986,51,0.22935247011287527,0.35294117647058826,0.0,,0.0,0.0,0.0,0.0
BS,1985,1,0.005382013436114019,0.0,0.0,,0.0,0.0,0.0,0.0
TW,1985,1,0.13694158760172648,0.0,0.0,,0.0,0.0,0.0,0.0
MY,1985,1,0.0023184069002469485,0.0,0.0,,0.0,0.0,0.0,0.0
SE,1987,94,0.2398953663322525,0.39361702127659576,0.0,,0.0,0.0,0.0,0.0
ES,1987,6,0.3127104309304301,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
IL,1989,24,0.6860748095925483,0.75,0.0,,0.0,0.0,0.0,0.0
NP,1988,1,0.780078142415816,1.0,0.0,,0.0,0.0,0.0,0.0
BM,1989,2,0.009764113696944385,0.0,0.0,,0.0,0.0,0.0,0.0
IS,2012,1,0.0025049734828918213,0.0,0.0,,0.0,0.0,0.0,0.0
CN,1975,1,0.0025523434869243935,0.0,0.0,,0.0,0.0,0.0,0.0
NZ,2020,1,0.0039351351616053595,0.0,0.0,,0.0,0.0,0.0,0.0
CN,1996,4,0.24327877734344816,0.25,0.0,,0.0,0.0,0.0,0.0
IN,1995,1,0.0036073702035037273,0.0,0.0,,0.0,0.0,0.0,0.0
KY,1995,2,0.0006310746938798242,0.0,0.0,,0.0,0.0,0.0,0.0
PL,1996,1,0.0020709378648007724,0.0,0.0,,0.0,0.0,0.0,0.0
CM,1994,2,0.004513186983372455,0.0,0.0,,0.0,0.0,0.0,0.0
VG,2000,1,0.005240251684092312,0.0,0.0,,0.0,0.0,0.0,0.0
JO,2013,1,0.9966974799697322,1.0,0.0,,0.0,0.0,0.0,0.0
BZ,2014,1,0.0008696130997791373,0.0,0.0,,0.0,0.0,0.0,0.0
BR,1987,2,0.4641263389659959,1.0,0.0,,0.0,0.0,0.0,0.0
EG,2012,1,0.0024778945645481934,0.0,0.0,,0.0,0.0,0.0,0.0
AU,1973,4,0.023318522023932975,0.0,0.0,,0.0,0.0,0.0,0.0
NO,1974,3,0.06668966286923832,0.0,0.0,,0.0,0.0,0.0,0.0
PA,1974,3,0.03930188549251556,0.0,0.0,,0.0,0.0,0.0,0.0
FI,1975,7,0.3363626895097304,0.42857142857142855,0.0,,0.0,0.0,0.0,0.0
CA,1971,2,0.4045226174243612,0.5,0.0,,0.0,0.0,0.0,0.0
AU,1976,6,0.28436435376026564,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
IL,1976,8,0.632766635935103,0.625,0.0,,0.0,0.0,0.0,0.0
BE,1977,3,0.1277094272328628,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
AU,1991,12,0.12962376698929354,0.16666666666666666,0.0,,0.0,0.0,0.0,0.0
NL,1991,180,0.15203859549704846,0.2388888888888889,0.0,,0.0,0.0,0.0,0.0
NL,1992,194,0.12536134153603853,0.18556701030927836,0.0,,0.0,0.0,0.0,0.0
DE,1989,2057,0.1907637527168325,0.2824501701507049,0.0,,0.0,0.0,0.0,0.0
JP,1987,6851,0.2575505998792976,0.349146110056926,0.0,,0.0,0.0,0.0,0.0
CA,1990,169,0.22589041256242084,0.3076923076923077,0.0,,0.0,0.0,0.0,0.0
JP,2006,23221,0.20098026380168357,0.2743637224925714,8.612893501571854e-05,,0.0,0.0,0.0,0.0
SE,2008,1526,0.12275437696035164,0.15792922673656618,0.0,,0.0,0.0,0.0,0.0
BM,2010,447,0.1600441356661623,0.20134228187919462,0.0,,0.0,0.0,0.0,0.0
TW,2011,1685,0.11944949950346101,0.15905044510385757,0.0,,0.0,0.0,0.0,0.0
FR,2008,1562,0.10966915490930765,0.14212548015364918,0.0038412291933418692,,0.0,0.0,0.0,0.0
FR,2007,1686,0.1026990330711752,0.13997627520759193,0.002372479240806643,,0.0,0.0,0.0,0.0
DE,2009,3433,0.21886290215093734,0.27993009030002913,0.0011651616661811825,,0.0,0.0,0.0,0.0
CH,2004,612,0.16210450061596401,0.22712418300653595,0.0,,0.0,0.0,0.0,0.0
NL,2010,1698,0.3198418978557483,0.4081272084805654,0.0,,0.0,0.0,0.0,0.0
SE,2007,1202,0.1385728641516274,0.18136439267886856,0.0,,0.0,0.0,0.0,0.0
KR,2006,1055,0.13245691816961913,0.1933649289099526,0.0,,0.0,0.0,0.0,0.0
FI,2011,828,0.07052317196339829,0.08454106280193237,0.0,,0.0,0.0,0.0,0.0
GB,2011,692,0.1962428869584268,0.24277456647398843,0.0,,0.0,0.0,0.0,0.0
TW,2013,2595,0.11037624396219553,0.1418111753371869,0.0,,0.0,0.0,0.0,0.0
FI,2013,819,0.10056878597385324,0.12332112332112333,0.0,,0.0,0.0,0.0,0.0
IE,2014,306,0.17659466061718226,0.22875816993464052,0.0,,0.0,0.0,0.0,0.0
CN,2013,380,0.13837808220600215,0.19736842105263158,0.0,,0.0,0.0,0.0,0.0
IL,1991,23,0.4016015691863447,0.5217391304347826,0.0,,0.0,0.0,0.0,0.0
IL,1992,29,0.2785704057697821,0.4482758620689655,0.0,,0.0,0.0,0.0,0.0
AU,1992,13,0.234897375904054,0.3076923076923077,0.0,,0.0,0.0,0.0,0.0
US,1974,11094,0.23293650852714848,0.33910221741481883,0.010636380025238867,,0.0,0.0,0.0,0.0
BE,1993,22,0.1963952153446094,0.2727272727272727,0.0,,0.0,0.0,0.0,0.0
CM,1991,2,0.47298879491121376,0.5,0.0,,0.0,0.0,0.0,0.0
US,1970,177,0.20256138238705595,0.3050847457627119,0.02824858757062147,,0.0,0.0,0.0,0.0
IT,1988,192,0.19024932205296707,0.2864583333333333,0.0,,0.0,0.0,0.0,0.0
SS,1993,19,0.4485124222881093,0.5789473684210527,0.0,,0.0,0.0,0.0,0.0
CH,1979,177,0.2224812641144414,0.3163841807909605,0.0,,0.0,0.0,0.0,0.0
JP,1978,2620,0.28552638250864604,0.3935114503816794,0.0,,0.0,0.0,0.0,0.0
CA,1980,100,0.23611033856055197,0.34,0.0,,0.0,0.0,0.0,0.0
CA,1977,108,0.3282166912078361,0.4351851851851852,0.0,,0.0,0.0,0.0,0.0
DE,1976,470,0.21087281863799487,0.32340425531914896,0.0,,0.0,0.0,0.0,0.0
CH,1975,173,0.20713684436239851,0.32947976878612717,0.0,,0.0,0.0,0.0,0.0
NL,1981,59,0.25357253128806356,0.4067796610169492,0.0,,0.0,0.0,0.0,0.0
MX,1980,4,0.4970557639754392,0.75,0.0,,0.0,0.0,0.0,0.0
IL,1981,6,0.20929815630722906,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
DE,1982,1531,0.19644558825559907,0.29327237099934683,0.0,,0.0,0.0,0.0,0.0
AU,1981,8,0.016762089519813464,0.0,0.0,,0.0,0.0,0.0,0.0
BM,1981,1,0.014954333768750315,0.0,0.0,,0.0,0.0,0.0,0.0
CM,1981,1,0.34634733106850807,1.0,0.0,,0.0,0.0,0.0,0.0
NL,1983,50,0.1647623914177362,0.28,0.0,,0.0,0.0,0.0,0.0
CH,2014,1266,0.18784346503814195,0.24091627172195892,0.0071090047393364926,,0.0,0.0,0.0,0.0
US,2007,61682,0.15909444526273853,0.21015855517006582,0.019211439317791252,,0.0,0.0,0.0,0.0
US,2008,62611,0.1596392939764378,0.2098832473527016,0.01982079826228618,,0.0,0.0,0.0,0.0
